title,year_range,genre,rating,one-line,votes,runtime,gross,start_year,end_year,director,actors,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film-noir,genre_game-show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality-tv,genre_romance,genre_sci-fi,genre_short,genre_sport,genre_talk-show,genre_thriller,genre_war,genre_western
Prison Break,2005–2017,"action,crime,drama",8.3,"
Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.","492,438",44.0,,2005,2017,,"Dominic Purcell, 
Wentworth Miller, 
Amaury Nolasco, 
Robert Knepper",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex Education,2019– ,"comedy,drama",8.3,"
A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.","177,274",45.0,,2019,,,"Asa Butterfield, 
Gillian Anderson, 
Ncuti Gatwa, 
Emma Mackey",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Classic Horror Story,2021,"drama,horror,mystery",5.7,"
In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","8,822",95.0,,2021,,,"Matilda Anna Ingrid Lutz, 
Francesco Russo, 
Peppino Mazzotta, 
Will Merrick",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Feels Like Ishq,2021– ,"comedy,drama,romance",6.6,"
Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.",848,32.0,,2021,,,"Jojo Singh, 
Mihir Ahuja, 
Kajol Chugh, 
Sumali Khaniwale",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Young Royals,2021– ,"drama,romance",8.6,"
Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.","16,954",50.0,,2021,,,"Edvin Ryding, 
Omar Rudberg, 
Frida Argento, 
Samuel Astor",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shadow and Bone,2021– ,"action,adventure,drama",7.7,"
Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.","60,283",,,2021,,,"Jessie Mei Li, 
Ben Barnes, 
Archie Renaux, 
Freddy Carter",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hitman's Bodyguard,2017,"action,comedy,crime",6.9,"
The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","205,979",118.0,$75.47M,2017,,Patrick Hughes,"Ryan Reynolds, 
Samuel L. Jackson, 
Gary Oldman, 
Elodie Yung",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Men,2007–2015,drama,8.6,"
A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","216,203",47.0,,2007,2015,,"Jon Hamm, 
Elisabeth Moss, 
Vincent Kartheiser, 
January Jones",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Élite,2018– ,"crime,drama,thriller",7.5,"
When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","59,730",60.0,,2018,,,"Itzan Escamilla, 
Omar Ayuso, 
Miguel Bernardeau, 
Arón Piper",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gilmore Girls,2000–2007,"comedy,drama",8.1,"
A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.","106,650",44.0,,2000,2007,,"Lauren Graham, 
Alexis Bledel, 
Keiko Agena, 
Scott Patterson",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky Rojo,2021– ,"action,adventure,crime",6.5,"
Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.","6,940",31.0,,2021,,,"Verónica Sánchez, 
Miguel Ángel Silvestre, 
Asier Etxeandia, 
Lali Espósito",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupin,2021– ,"action,crime,drama",7.5,"
Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","84,428",45.0,,2021,,,"Omar Sy, 
Ludivine Sagnier, 
Hervé Pierre, 
Soufiane Guerrab",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trollhunters: Rise of the Titans,2021,"animation,action,adventure",6.9,"
The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.","2,353",104.0,,2021,,,"Steve Alterman, 
Kay Bess, 
Brian Blessed, 
Vic Chao",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heartland, 2007– ,"drama,family",8.4,"
A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times.","11,764",45.0,, 2007,,,"Amber Marshall, 
Shaun Johnston, 
Michelle Morgan, 
Graham Wardle",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,1993,"action,adventure,sci-fi",8.1,"
A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.","897,444",127.0,$402.45M,1993,,Steven Spielberg,"Sam Neill, 
Laura Dern, 
Jeff Goldblum, 
Richard Attenborough",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Family Guy,1999–2022,"animation,comedy",8.1,"
In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.","312,584",22.0,,1999,2022,,"Seth MacFarlane, 
Alex Borstein, 
Seth Green, 
Mila Kunis",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daredevil,2015–2018,"action,crime,drama",8.6,"
A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","374,963",54.0,,2015,2018,,"Charlie Cox, 
Vincent D'Onofrio, 
Deborah Ann Woll, 
Elden Henson",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark,2017–2020,"crime,drama,mystery",8.8,"
A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.","312,629",60.0,,2017,2020,,"Louis Hofmann, 
Karoline Eichhorn, 
Lisa Vicari, 
Maja Schöne",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boku no hîrô akademia,2016– ,"animation,action,adventure",8.4,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.","44,367",24.0,,2016,,,"Daiki Yamashita, 
Nobuhiko Okamoto, 
Ayane Sakura, 
Justin Briner",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobra Kai,2018– ,"action,comedy,drama",8.6,"
Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","122,268",30.0,,2018,,,"Courtney Henggeler, 
Mary Mouser, 
Tanner Buchanan, 
Ralph Macchio",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Kingdom,2019– ,"action,drama,history",7.1,"
Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""","6,388",92.0,,2019,,Seong-hun Kim,"Jun Ji-hyun, 
Si-ah Kim, 
Byeong-eun Park, 
Kyo-hwan Koo",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham,2014–2019,"action,crime,drama",7.8,"
The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.","216,458",42.0,,2014,2019,,"Ben McKenzie, 
Jada Pinkett Smith, 
Donal Logue, 
Camren Bicondova",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billions,2016– ,drama,8.4,"
U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.","74,094",60.0,,2016,,,"Paul Giamatti, 
Damian Lewis, 
Maggie Siff, 
David Costabile",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agents of S.H.I.E.L.D.,2013–2020,"action,adventure,drama",7.5,"
The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","205,119",45.0,,2013,2020,,"Clark Gregg, 
Ming-Na Wen, 
Brett Dalton, 
Iain De Caestecker",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Breathe,2016,"crime,horror,thriller",7.1,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","237,601",88.0,$89.22M,2016,,Fede Alvarez,"Stephen Lang, 
Jane Levy, 
Dylan Minnette, 
Daniel Zovatto",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Ice Road,2021,"action,adventure,drama",5.6,"
After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","20,561",109.0,,2021,,Jonathan Hensleigh,"Liam Neeson, 
Marcus Thomas, 
Laurence Fishburne, 
Amber Midthunder",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrow,2012–2020,"action,adventure,crime",7.5,"
Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","414,712",42.0,,2012,2020,,"Stephen Amell, 
Katie Cassidy, 
David Ramsey, 
Susanna Thompson",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange Is the New Black,2013–2019,"comedy,crime,drama",8.0,"
Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.","284,554",59.0,,2013,2019,,"Taylor Schilling, 
Danielle Brooks, 
Taryn Manning, 
Emma Myles",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossip Girl,2007–2012,"drama,romance",7.4,"
Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.","159,666",42.0,,2007,2012,,"Blake Lively, 
Leighton Meester, 
Penn Badgley, 
Ed Westwick",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bridgerton,2020– ,"drama,romance",7.3,"
Wealth, lust, and betrayal set against the backdrop of Regency-era England, seen through the eyes of the powerful Bridgerton family.","83,944",60.0,,2020,,,"Phoebe Dynevor, 
Regé-Jean Page, 
Nicola Coughlan, 
Jonathan Bailey",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Kominsky Method,2018–2021,"comedy,drama",8.2,"
An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.","33,440",30.0,,2018,2021,,"Michael Douglas, 
Sarah Baker, 
Graham Rogers, 
Melissa Tang",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeland,2011–2020,"crime,drama,mystery",8.3,"
A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.","322,307",55.0,,2011,2020,,"Claire Danes, 
Mandy Patinkin, 
Damian Lewis, 
Rupert Friend",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Riverdale,2017– ,"crime,drama,mystery",6.8,"
While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.","126,112",45.0,,2017,,,"K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sherlock,2010–2017,"crime,drama,mystery",9.1,"
A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.","839,029",88.0,,2010,2017,,"Benedict Cumberbatch, 
Martin Freeman, 
Una Stubbs, 
Rupert Graves",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La cocinera de Castamar,2021,drama,7.4,"
Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.","1,336",,,2021,,,"Michelle Jenner, 
Roberto Enríquez, 
Hugo Silva, 
Maxi Iglesias",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen of the South,2016–2021,"action,crime,drama",8.0,"
Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.","23,318",42.0,,2016,2021,,"Alice Braga, 
Hemky Madera, 
Peter Gadiot, 
Veronica Falcón",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSI: Crime Scene Investigation,2000–2015,"crime,drama,mystery",7.6,"
Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.","78,589",60.0,,2000,2015,,"Laurence Fishburne, 
Marg Helgenberger, 
George Eads, 
Eric Szmanda",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Umbrella Academy,2019– ,"action,adventure,comedy",8.0,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.","175,513",60.0,,2019,,,"Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supergirl,2015–2021,"action,adventure,drama",6.2,"
The adventures of Superman's cousin in her own superhero career.","115,373",43.0,,2015,2021,,"Melissa Benoist, 
Chyler Leigh, 
David Harewood, 
Mehcad Brooks",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoJack Horseman,2014–2020,"animation,comedy,drama",8.7,"
BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","124,318",25.0,,2014,2020,,"Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Aaron Paul",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,2001,"action,adventure,drama",8.8,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","1,713,028",178.0,$315.54M,2001,,Peter Jackson,"Elijah Wood, 
Ian McKellen, 
Orlando Bloom, 
Sean Bean",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Think You Should Leave with Tim Robinson,2019– ,comedy,7.8,"
In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.","8,095",16.0,,2019,,,"Tim Robinson, 
Sam Richardson, 
Patti Harrison, 
Conner O'Malley",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Park,1997– ,"animation,comedy",8.7,"
Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","340,148",22.0,,1997,,,"Trey Parker, 
Matt Stone, 
Isaac Hayes, 
Mona Marshall",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time,2011–2018,"adventure,fantasy,romance",7.7,"
A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.","212,616",60.0,,2011,2018,,"Ginnifer Goodwin, 
Jennifer Morrison, 
Lana Parrilla, 
Robert Carlyle",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek: Discovery,2017– ,"action,adventure,drama",7.2,"
Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","101,079",60.0,,2017,,,"Sonequa Martin-Green, 
Doug Jones, 
Anthony Rapp, 
Mary Wiseman",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teen Wolf,2011–2017,"action,drama,fantasy",7.6,"
An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.","132,950",41.0,,2011,2017,,"Tyler Posey, 
Holland Roden, 
Dylan O'Brien, 
Linden Ashby",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Get Away with Murder,2014–2020,"crime,drama,mystery",8.1,"
A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.","136,135",43.0,,2014,2020,,"Viola Davis, 
Billy Brown, 
Jack Falahee, 
Aja Naomi King",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Star Trek: Deep Space Nine,1993–1999,"action,adventure,drama",8.0,"
In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy.","55,687",45.0,,1993,1999,,"Avery Brooks, 
Rene Auberjonois, 
Cirroc Lofton, 
Alexander Siddig",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seinfeld,1989–1998,comedy,8.8,"
The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.","264,801",22.0,,1989,1998,,"Jerry Seinfeld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jason Alexander",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartacus: Blood and Sand,2010–2013,"action,adventure,biography",8.5,"
The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","228,484",55.0,,2010,2013,,"Andy Whitfield, 
Lucy Lawless, 
Manu Bennett, 
Daniel Feuerriegel",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii Five-0,2010–2020,"action,crime,drama",7.3,"
Steve McGarrett returns home to Oahu in order to find his father's killer; The Governor offers him the chance to run his own task force - Five-0.","68,627",42.0,,2010,2020,,"Alex O'Loughlin, 
Scott Caan, 
Taylor Wily, 
Daniel Dae Kim",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Witch,2015–2021,"comedy,drama,fantasy",7.3,"
""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.","8,268",48.0,,2015,2021,,"Catherine Bell, 
Catherine Disher, 
James Denton, 
Kylee Evans",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sinner,2017– ,"crime,drama,mystery",7.9,"
Anthology series that examines how and why ordinary people commit brutal crimes.","96,901",45.0,,2017,,,"Bill Pullman, 
Dohn Norwood, 
Adam LeFevre, 
Jessica Biel",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Arrested Development,2003–2019,comedy,8.7,"
Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","284,373",22.0,,2003,2019,,"Jason Bateman, 
Michael Cera, 
Portia de Rossi, 
Will Arnett",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape Room, 2019,"action,adventure,horror",6.4,"
Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.","99,351",99.0,$57.01M, 2019,,Adam Robitel,"Taylor Russell, 
Logan Miller, 
Jay Ellis, 
Tyler Labine",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You,2018– ,"crime,drama,romance",7.7,"
A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.","157,666",45.0,,2018,,,"Penn Badgley, 
Victoria Pedretti, 
Ambyr Childers, 
Elizabeth Lail",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mindhunter,2017–2019,"crime,drama,thriller",8.6,"
Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","235,694",60.0,,2017,2019,,"Jonathan Groff, 
Holt McCallany, 
Anna Torv, 
Hannah Gross",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
